"numero_tombo","especie","autoria","familia","genero","nome_comum","dia_inicio","mes_inicio","ano_inicio","dia_fim","mes_fim","ano_fim","data_registro","coletor","determinador","tipo_de_registro","pais","codigo_pais","estado","municipio","localidade","latitude","longitude","numero_individuos","ambiente"
"MN-0043826","Panthera onca","(Linnaeus, 1758)","Felidae","Panthera","Onça-pintada","11","03","2015","11","09","2015","11/03/2015","A. Maciel","F. Oliveira","Armadilha fotográfica","Brasil","BR","Mato Grosso do Sul","Miranda","RPPN Caiman","-19.94327","-56.33995","2","Planície de inundação do Pantanal"
"MN-0043874","Myrmecophaga tridactyla","Linnaeus, 1758","Myrmecophagidae","Myrmecophaga","Tamanduá-bandeira","27","10","2019","27","11","2020","27/10/2019","R. Cunha","G. Nunes","Armadilha fotográfica","Brasil","BR","Goiás","Mineiros","Parque Nacional das Emas","-18.31205","-52.92818","","Cerrado / campo limpo"
"MN-0042975","Tangara cyanocephala","(Statius Müller, 1776)","Thraupidae","Tangara","Saíra-militar","27","08","2024","27","08","2024","27/08/2024","P. Santos","G. Nunes","Registro fotográfico","Brasil","BR","São Paulo","São Miguel Arcanjo","Parque Estadual Carlos Botelho","-24.05537","-48.01196","1","Floresta Atlântica"
"MN-0043328","Brachyteles arachnoides","(É. Geoffroy, 1806)","Atelidae","Brachyteles","Muriqui-do-sul","28","01","2020","28","04","2020","28/01/2020","A. Maciel","M. Andrade","Registro fotográfico","Brasil","BR","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia","-22.42278","-44.61437","1","Floresta Atlântica montana"
"MN-0042923","Pteronura brasiliensis","(Zimmermann, 1780)","Mustelidae","Pteronura","Ariranha","08","11","2023","08","11","2023","08/11/2023","B. Carvalho","J. Pereira","Registro fotográfico","Brasil","BR","Mato Grosso","Novo Mundo","RPPN Cristalino","-9.5972","-55.94453","","Floresta amazônica (sul)"
"","Chrysocyon brachyurus","(Illiger, 1815)","Canidae","Chrysocyon","Lobo-guará","14","01","2019","14","03","2020","2019/01/14","D. Rocha","A. Maciel","Armadilha fotográfica","Brasil","BR","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra","-20.34111","-46.48302","3","Campo rupestre / rio de planalto"
"MN-0043828","Anodorhynchus leari","Bonaparte, 1856","Psittacidae","Anodorhynchus","Arara-azul-de-lear","01","03","2024","01","04","2024","01/03/2024","L. Souza","G. Nunes","Observação","Brasil","BR","Bahia","Jeremoabo","Estação Ecológica Raso da Catarina","-9.64012","-38.5206","3","Caatinga arbórea"
"MN-0043492","Tangara fastuosa","(Lesson, 1831)","Thraupidae","Tangara","Saíra-de-sete-cores","26","05","2019","26","05","2019","26/05/2019","P. Santos","P. Santos","Registro fotográfico","Brasil","BR","Alagoas","Quebrangulo","Estação Ecológica de Pedra Talhada","-9.25567","-36.4168","1","Brejo de altitude"
"MN-0043574","Cereus jamacaru","DC.","Cactaceae","Cereus","Mandacaru","17","11","2024","17","11","2024","17/11/2024","M. Andrade","D. Rocha","Material preservado (herbário)","Brasil","BR","Pernambuco","Buíque","Parque Nacional do Catimbau","-8.52371","-37.25598","1","Caatinga arbórea"
"MN-0042896","Caiman yacare","(Daudin, 1802)","Alligatoridae","Caiman","Jacaré-do-pantanal","09","03","2016","09","04","2016","09/03/2016","G. Nunes","L. Souza","Observação","BRASIL","BR","Mato Grosso do Sul","Miranda","RPPN Caiman","-19.94401","-56.26359","4","Planície de inundação do Pantanal"
"MN-0042894","Tangara cyanocephala","(Statius Müller, 1776)","Thraupidae","Tangara","Saíra-militar","13","02","2019","13","02","2019","13/02/2019","G. Nunes","G. Nunes","Observação","Brasil","BR","São Paulo","São Miguel Arcanjo","Parque Estadual Carlos Botelho","-24.07178","-47.99571","","Floresta Atlântica"
"MN-0043128","Sporophila albogularis","(Spix, 1825)","Thraupidae","Sporophila","Golinho","09","09","2017","09","09","2017","09/09/2017","M. Andrade","R. Cunha","Observação em campo","BRASIL","BR","Bahia","Jeremoabo","Estação Ecológica Raso da Catarina","-9.64057","-38.51533","1","Caatinga arbórea"
"MN-0042976","Brachyteles arachnoides","(É. Geoffroy, 1806)","Atelidae","Brachyteles","Muriqui-do-sul","01","08","2019","01","10","2019","01/08/2019","G. Nunes","M. Andrade","Registro fotográfico","Brasil","BR","São Paulo","São Miguel Arcanjo","Parque Estadual Carlos Botelho","-24.07658","-47.9562","3","Floresta Atlântica"
"MN-0043309","Euterpe edulis","Mart.","Arecaceae","Euterpe","Palmito-juçara","25","12","2021","25","03","2022","25/12/2021","D. Rocha","A. Maciel","Material preservado (herbário)","Brasil","BR","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia","-22.41224","-44.64103","1","Floresta Atlântica montana"
"MN-0042861","Crax blumenbachii","Spix, 1825","Cracidae","Crax","Mutum-do-sudeste","03","08","2024","03","09","2024","03/08/2024","D. Rocha","F. Oliveira","Registro fotográfico","Brasil","BR","Espírito Santo","Linhares","Reserva Natural Vale","-19.13895","-40.10333","6","Floresta de tabuleiro"
"MN-0043781","Mergus octosetaceus","Vieillot, 1817","Anatidae","Mergus","Pato-mergulhão","07","09","2022","07","11","2022","07/09/2022","A. Maciel","F. Oliveira","Observação em campo","Brasil","BR","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra","-20.26761","-46.56369","1","Campo rupestre / rio de planalto"
"MN-0043474","Ramphastos tucanus","Linnaeus, 1758","Ramphastidae","Ramphastos","Tucano-grande-de-papo-branco","05","10","2016","05","11","2016","05/10/2016","T. Almeida","L. Souza","Registro fotográfico","Brasil","BR","Amazonas","Manaus","Reserva Florestal Adolpho Ducke","-2.92032","-59.92768","5","Floresta de terra firme"
"MN-0043496","Leontopithecus rosalia","(Linnaeus, 1766)","Callitrichidae","Leontopithecus","Mico-leão-dourado","19","11","2018","19","01","2019","19/11/2018","D. Rocha","P. Santos","Observação","Brasil","BR","Rio de Janeiro","Silva Jardim","Reserva Biológica de Poço das Antas","-22.52549","-42.24854","1","Floresta Atlântica"
"MN-0043203","Mergus octosetaceus","Vieillot, 1817","Anatidae","Mergus","Pato-mergulhão","20","01","2017","20","01","2017","20/01/2017","M. Andrade","A. Maciel","Observação em campo","Brasil","BR","Minas Gerais","São Roque de Minas","Parque Nacional da Serra da Canastra","-20.31176","-46.49963","3","Campo rupestre / rio de planalto"
"MN-0043109","Dipteryx alata","Vogel","Fabaceae","Dipteryx","Baru","15","01","2021","15","02","2021","15/01/2021","A. Maciel","M. Andrade","Coleta","Brasil","BR","Goiás","Mineiros","Parque Nacional das Emas","-18.27097","-52.94599","","Cerrado / campo limpo"
"MN-0043122","Mycteria americana","Linnaeus, 1758","Ciconiidae","Mycteria","Cabeça-seca","10","12","2016","10","02","2017","2016/12/10","C. Lima","G. Nunes","Observação","Brasil","BR","Mato Grosso do Sul","Corumbá","Estrada Parque Pantanal","-19.04094","-57.64832","2","Planície de inundação do Pantanal"
"MN-0043493","Brachyteles arachnoides","(É. Geoffroy, 1806)","Atelidae","Brachyteles","Muriqui-do-sul","09","07","2018","09","07","2018","09/07/2018","A. Maciel","G. Nunes","Observação em campo","Brasil","BR","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia","-22.48864","-44.57536","","Floresta Atlântica montana"
"MN-0043466","Pteronura brasiliensis","(Zimmermann, 1780)","Mustelidae","Pteronura","Ariranha","21","11","2017","21","02","2018","21/11/2017","F. Oliveira","M. Andrade","Observação em campo","Brasil","BR","Mato Grosso","Novo Mundo","RPPN Cristalino","-9.59359","-55.90719","","Floresta amazônica (sul)"
"MN-0043409","Prosopis affinis","Spreng.","Fabaceae","Prosopis","Inhanduvá","01","05","2015","01","08","2015","01/05/2015 07:46","T. Almeida","F. Oliveira","Espécime preservado","Brasil","BR","Rio Grande do Sul","Barra do Quaraí","Parque Estadual do Espinilho","-30.16702","-57.53899","5","Savana-estépica (Pampa)"
"MN-0043041","Pteronura brasiliensis","(Zimmermann, 1780)","Mustelidae","Pteronura","Ariranha","22","12","2017","22","02","2018","22/12/2017","M. Andrade","J. Pereira","Observação","Brasil","BR","Mato Grosso","Poconé","Porto Jofre (Transpantaneira)","-17.32566","-56.79437","4","Planície de inundação do Pantanal"
"MN-0043052","Phylloscartes ceciliae","Teixeira, 1987","Tyrannidae","Phylloscartes","Cara-pintada","09","04","2020","09","05","2020","09/04/2020","L. Souza","F. Oliveira","Registro fotográfico","Brasil","BR","Alagoas","Murici","Estação Ecológica de Murici","-9.19164","-35.85878","3","Floresta Atlântica"
"MN-0043690","Tangara cyanocephala","(Statius Müller, 1776)","Thraupidae","Tangara","Saíra-militar","05","04","2017","05","06","2017","05/04/2017","C. Lima","M. Andrade","Coleta","Brasil","BR","São Paulo","São Miguel Arcanjo","Parque Estadual Carlos Botelho","-24.07562","-47.95821","2","Floresta Atlântica"
"MN-0043598","Myrmecophaga tridactyla","Linnaeus, 1758","Myrmecophagidae","Myrmecophaga","Tamanduá-bandeira","18","10","2020","18","08","2021","18/10/2020","J. Pereira","B. Carvalho","Registro fotográfico","Brasil","BR","Goiás","Alto Paraíso de Goiás","Parque Nacional da Chapada dos Veadeiros","-14.11493","-47.5508","1","Cerrado sentido restrito"
"MN-0042948","Swietenia macrophylla","King","Meliaceae","Swietenia","Mogno","","04","2021","","07","2021","04/2021","J. Pereira","A. Maciel","Espécime preservado","Brasil","BR","Mato Grosso","Novo Mundo","RPPN Cristalino","-9.55762","-55.93209","2","Floresta amazônica (sul)"
"MN-0043419","Leontopithecus rosalia","(Linnaeus, 1766)","Callitrichidae","Leontopithecus","Mico-leão-dourado","28","11","2016","28","11","2016","28/11/2016","L. Souza","J. Pereira","Registro fotográfico","Brasil","BR","Rio de Janeiro","Silva Jardim","Reserva Biológica de Poço das Antas","-22.51098","-42.25895","2","Floresta Atlântica"
"MN-0043117","Tangara cyanocephala","(Statius Müller, 1776)","Thraupidae","Tangara","Saíra-militar","28","07","2018","28","07","2018","28/07/2018 05:54","F. Oliveira","T. Almeida","Registro fotográfico","Brasil","BR","Pernambuco","Tamandaré","Reserva Biológica de Saltinho","-8.69518","-35.12688","2","Floresta Atlântica"
"MN-0043000","Procnias nudicollis","(Vieillot, 1817)","Cotingidae","Procnias","Araponga-do-nordeste","14","05","2015","14","05","2015","14/05/2015","A. Maciel","L. Souza","Observação","Brasil","BR","São Paulo","São Miguel Arcanjo","Parque Estadual Carlos Botelho","-24.07687","-47.98097","1","Floresta Atlântica"
"MN-0043043","Prosopis affinis","Spreng.","Fabaceae","Prosopis","Inhanduvá","23","07","2015","23","10","2015","23/07/2015","A. Maciel","L. Souza","Espécime preservado","Brasil","BR","Rio Grande do Sul","Barra do Quaraí","Parque Estadual do Espinilho","-30.21353","-57.50852","","Savana-estépica (Pampa)"
"MN-0043137","Phylloscartes ceciliae","Teixeira, 1987","Tyrannidae","Phylloscartes","Cara-pintada","25","05","2022","25","05","2022","25/05/2022","M. Andrade","T. Almeida","Observação em campo","Brasil","BR","Alagoas","Murici","Estação Ecológica de Murici","-9.23057","-35.85001","4","Floresta Atlântica"
"MN-0043083","Brachyteles arachnoides","(É. Geoffroy, 1806)","Atelidae","Brachyteles","Muriqui-do-sul","15","04","2024","15","04","2024","15/04/2024","A. Maciel","R. Cunha","Observação","Brasil","BR","São Paulo","São Miguel Arcanjo","Parque Estadual Carlos Botelho","-24.03658","-47.9562","3","Floresta Atlântica"
"MN-0043367","Procnias nudicollis","(Vieillot, 1817)","Cotingidae","Procnias","Araponga-do-nordeste","01","06","2023","01","06","2023","01/06/2023","D. Rocha","D. Rocha","Observação","Brasil","BR","São Paulo","São Miguel Arcanjo","Parque Estadual Carlos Botelho","-24.03078","-47.95253","1","Floresta Atlântica"
"DEMO-NAME-01","Caesalpinia echinata","Lam.","Fabaceae","Caesalpinia","Pau-brasil","15","09","2018","15","12","2018","15/09/2018","G. Nunes","A. Maciel","Material preservado (herbário)","Brasil","BR","Espírito Santo","Linhares","Reserva Natural Vale","-19.15","-40.07","","Floresta de tabuleiro"
"MN-0043488","Tapirus terrestris","(Linnaeus, 1758)","Tapiridae","Tapirus","Anta","28","11","2018","28","03","2020","28/11/2018","J. Pereira","M. Andrade","Observação","Brasil","BR","Mato Grosso","Novo Mundo","RPPN Cristalino","-9.61028","-55.96848","","Floresta amazônica (sul)"
"MN-0042969","Procnias nudicollis","(Vieillot, 1817)","Cotingidae","Procnias","Araponga-do-nordeste","07","05","2019","07","07","2019","07/05/2019","J. Pereira","G. Nunes","Registro fotográfico","","BR","Pernambuco","Tamandaré","Reserva Biológica de Saltinho","-8.70114","-35.15777","2","Floresta Atlântica"
"MN-0043213","Euterpe edulis","Mart.","Arecaceae","Euterpe","Palmito-juçara","04","08","2019","04","08","2019","04/08/2019","B. Carvalho","M. Andrade","Material preservado (herbário)","Brasil","BR","São Paulo","São Miguel Arcanjo","Parque Estadual Carlos Botelho","-24.07133","-47.94394","1","Floresta Atlântica"
"MN-0043348","Glaucis dohrnii","(Bourcier & Mulsant, 1852)","Trochilidae","Glaucis","Rabo-branco-de-margarette","14","01","2017","14","01","2017","2017/01/14","B. Carvalho","A. Maciel","Observação em campo","Brasil","BR","Bahia","Una","Reserva Biológica de Una","-15.15153","-39.11059","4","Floresta Atlântica"
"MN-0042959","Tangara fastuosa","(Lesson, 1831)","Thraupidae","Tangara","Saíra-de-sete-cores","07","03","2022","07","04","2022","07/03/2022","D. Rocha","J. Pereira","Espécime preservado","Brasil","BR","Alagoas","Quebrangulo","Estação Ecológica de Pedra Talhada","-9.21598","-36.46482","4","Brejo de altitude"
"MN-0042951","Victoria amazonica","(Poepp.) J.C.Sowerby","Nymphaeaceae","Victoria","Vitória-régia","19","09","2022","19","09","2022","19/09/2022","D. Rocha","T. Almeida","Material preservado (herbário)","Brasil","BR","Amazonas","Tefé","RDS Mamirauá","-3.10121","-64.75572","1","Várzea amazônica"
"MN-0043044","Procnias nudicollis","(Vieillot, 1817)","Cotingidae","Procnias","Araponga-do-nordeste","","11","2015","","12","2015","11/2015","D. Rocha","G. Nunes","Observação","Brasil","BR","São Paulo","São Miguel Arcanjo","Parque Estadual Carlos Botelho","-24.042","-47.95917","3","Floresta Atlântica"
"MN-0043566","Spinus yarrellii","(Audubon, 1839)","Fringillidae","Spinus","Pintassilgo-do-nordeste","15","02","2022","15","05","2022","15/02/2022","J. Pereira","B. Carvalho","Observação em campo","Brasil","BR","Bahia","Boa Nova","Parque Nacional de Boa Nova","-14.36727","-40.25062","4","Mata-de-cipó"
"","Swietenia macrophylla","King","Meliaceae","Swietenia","Mogno","12","01","2017","12","01","2017","12/01/2017","R. Cunha","D. Rocha","Coleta","Brasil","BR","Mato Grosso","Novo Mundo","RPPN Cristalino","-9.62106","-55.90263","6","Floresta amazônica (sul)"
"MN-0043645","Tangara cyanocephala","(Statius Müller, 1776)","Thraupidae","Tangara","Saíra-militar","17","06","2024","17","06","2024","17/06/2024","A. Maciel","A. Maciel","Observação","Brasil","BR","Alagoas","Quebrangulo","Estação Ecológica de Pedra Talhada","-9.2202","-36.41139","2","Brejo de altitude"
"MN-0043369","Ramphastos tucanus","Linnaeus, 1758","Ramphastidae","Ramphastos","Tucano-grande-de-papo-branco","02","10","2020","02","10","2020","02/10/2020","G. Nunes","B. Carvalho","Observação em campo","Brasil","BR","Amazonas","Manaus","Reserva Florestal Adolpho Ducke","-2.97366","-60.00913","1","Floresta de terra firme"
"MN-0043567","Sturnella superciliaris","(Bonaparte, 1850)","Icteridae","Sturnella","Polícia-inglesa-do-sul","18","05","2016","18","05","2016","18/05/2016","P. Santos","G. Nunes","Observação","Brasil","BR","Rio Grande do Sul","Santa Maria","Morro da Caturrita","-29.68317","-53.78714","1","Campos do Pampa"
"MN-0043431","Penelope jacucaca","Spix, 1825","Cracidae","Penelope","Jacucaca","27","08","2024","27","08","2024","27/08/2024","A. Maciel","A. Maciel","Observação","Brasil","BR","Bahia","Jeremoabo","Estação Ecológica Raso da Catarina","-9.66333","-38.48136","2","Caatinga arbórea"
"MN-0043731","Swietenia macrophylla","King","Meliaceae","Swietenia","Mogno","24","12","2020","24","01","2021","24/12/2020","P. Santos","R. Cunha","Material preservado (herbário)","Brasil","BR","Mato Grosso","Novo Mundo","RPPN Cristalino","-9.60024","-55.96467","1","Floresta amazônica (sul)"
"MN-0043308","Crax blumenbachii","Spix, 1825","Cracidae","Crax","Mutum-do-sudeste","03","02","2021","03","02","2021","03/02/2021","A. Maciel","G. Nunes","Observação em campo","Brasil","BR","Espírito Santo","Linhares","Reserva Natural Vale","-19.19391","-40.067","","Floresta de tabuleiro"
"MN-0043879","Blastocerus dichotomus","(Illiger, 1815)","Cervidae","Blastocerus","Cervo-do-pantanal","02","09","2020","02","09","2020","02/09/2020","D. Rocha","F. Oliveira","Observação","Brasil","BR","Mato Grosso","Poconé","Porto Jofre (Transpantaneira)","-17.3544","-56.7294","2","Planície de inundação do Pantanal"
"MN-0043787","Ramphastos tucanus","Linnaeus, 1758","Ramphastidae","Ramphastos","Tucano-grande-de-papo-branco","02","08","2021","02","11","2021","02/08/2021","B. Carvalho","F. Oliveira","Observação em campo","Brasil","BR","Mato Grosso","Novo Mundo","RPPN Cristalino","-9.574","-55.95991","2","Floresta amazônica (sul)"
"MN-0043799","Tangara cyanocephala","(Statius Müller, 1776)","Thraupidae","Tangara","Saíra-militar","02","10","2020","02","11","2020","02/10/2020","L. Souza","L. Souza","Espécime preservado","Brasil","BR","São Paulo","São Miguel Arcanjo","Parque Estadual Carlos Botelho","-24.06102","-48.0102","","Floresta Atlântica"
"MN-0043437","Procnias nudicollis","(Vieillot, 1817)","Cotingidae","Procnias","Araponga-do-nordeste","","07","2016","","07","2016","07/2016","D. Rocha","T. Almeida","Observação","Brasil","BR","São Paulo","São Miguel Arcanjo","Parque Estadual Carlos Botelho","-24.06959","-48.01183","4","Floresta Atlântica"
"MN-0043217","Tangara fastuosa","(Lesson, 1831)","Thraupidae","Tangara","Saíra-de-sete-cores","12","11","2019","12","12","2019","12/11/2019","T. Almeida","C. Lima","Observação em campo","Brasil","BR","Alagoas","Quebrangulo","Estação Ecológica de Pedra Talhada","-9.26141","-36.44551","3","Brejo de altitude"
"MN-0043291","Pteronura brasiliensis","(Zimmermann, 1780)","Mustelidae","Pteronura","Ariranha","25","12","2016","25","12","2016","25/12/2016","B. Carvalho","C. Lima","Registro fotográfico","Brasil","BR","Mato Grosso","Novo Mundo","RPPN Cristalino","-9.64435","-55.94478","2","Floresta amazônica (sul)"
